112下,112522,LSLS10034,,論文閱讀與分析方法(下),"Paper Reading and Analysis I, 2nd Semester",不限,25,"W34-YK436[YM],W34-YK533[YM]",1.00,2.00,林照雄、鍾明怡,必修,(生命科學系暨基因體科學研究所)
112下,112523,LSLS20042,,科學文獻研讀與分析(下),Scientific literature reading and analysis II,不限,14,F56-YK101[YM],2.00,2.00,可文亞、陳燕彰、袁維謙、翁雨蕙,必修,(生命科學系暨基因體科學研究所)
112下,112524,LSLS20041,,生物學特論(二),Honor Biology II,不限,4,M34-YK101[YM],2.00,2.00,周成功、郭育誠,必修,(生命科學系暨基因體科學研究所)
112下,112525,LSLS20017,,病毒學,Virology,不限,6,W56-YK101[YM],2.00,2.00,陳紀如,選修,(生命科學系暨基因體科學研究所)
112下,112526,LSLS20008,,專題研究(四),Research on Special Topics Ⅳ,不限,13,S12-,2.00,4.00,生科系基因體所,選修,(生命科學系暨基因體科學研究所)
112下,112527,LSLS20007,,專題研究(二),Research on Special Topics Ⅱ,不限,12,S34-,2.00,4.00,生科系基因體所,選修,(生命科學系暨基因體科學研究所)
112下,112528,LSLS20031,,論文(下),"Thesis, 2nd semester",不限,4,U5678-,4.00,8.00,生科系基因體所,選修,(生命科學系暨基因體科學研究所)
112下,112529,LSLS00001,,導師時間,Class Meeting,不限,24,,0.00,2.00,李曉暉、陳燕彰、可文亞、李敏嘉、袁維謙,必修,(生命科學系暨基因體科學研究所)
112下,112530,LSLS00001,,導師時間,Class Meeting,不限,28,,0.00,2.00,陳俊銘、林照雄、鍾明怡、張欣暘,必修,(生命科學系暨基因體科學研究所)
112下,112531,LSLS10028,,研究室實務訓練,Laboratory Practical Training,不限,20,S12-,2.00,4.00,生科系基因體所,必修,(生命科學系暨基因體科學研究所)
112下,112532,LSLS20042,,科學文獻研讀與分析(下),Scientific literature reading and analysis II,不限,13,R34-YK533[YM],2.00,2.00,翁雨蕙、陳燕彰、可文亞、袁維謙,必修,(生命科學系暨基因體科學研究所)
112下,112256,BEPT10022,,普通物理學(二),General Physics (II),不限,83,M56-YX216[YM],2.00,2.00,黃宣誠,必修,(生命科學系暨基因體科學研究所)
112下,112521,LSLS20049,,植物生理學,Plant Physiology,不限,9,T34-YK101[YM],2.00,2.00,蔡宜芳、李秀敏、葉國禎、涂世隆、朱修安、余天心、王中茹、何金敏、吳志航、何承訓、吳亭穎,選修,(生命科學系暨基因體科學研究所)
112下,112901,MDDC10008,,有機化學,Organic Chemistry,不限,96,M12F1-YX406[YM],3.00,3.00,蔡有光、王毓瑄、林照雄、廖韋晴,必修,(生命科學系暨基因體科學研究所)
112下,130105,MDPA30033,,藥理學,Pharmacology,不限,44,W56R5678-YX406[YM],3.00,3.00,張婷婷、黃金洲、李新城、霍德義、張世霖、黃自強、兵岳忻、嚴錦城、王湘翠、洪舜郁、鄭宏志、呂至剛、沈郁強、張豫立、王笙帆、周士傑、葉翰宜、蔣智宏,選修,(生命科學系暨基因體科學研究所)
112下,131007,MDBI30060,,量化數據分析,Quantitative data analysis,不限,71,M34-YL401[YM],2.00,2.00,陳卓逸,必修,(生命科學系暨基因體科學研究所)
112下,131010,MDBI30077,,抽象思考與演算法,Abstraction and Algorithms,不限,30,M78-YL405[YM],2.00,2.00,巫坤品,必修,(生命科學系暨基因體科學研究所)
112下,132212,BEBL30042,,人工輔助生殖技術講座,Assisted Reproductive Technology (ART),50,34,F56-YB101[YM],2.00,2.00,武國璋、宋麗英、宋永魁、曾啟瑞、劉嘉燿、張芳維、曹智惟、宋柏儀、柯秋松、黃莊彥、李俊逸,選修,(生命科學系暨基因體科學研究所)
112下,132604,BEBN20035,,訊號與系統,Signals and Systems,25,11,W789-YK436[YM],3.00,3.00,賈世璿,選修,(生命科學系暨基因體科學研究所)
112下,132605,BEBP30043,,智慧生醫概論,Introduction of Smart Biomedicine,40,28,Wab-YK533[YM],2.00,2.00,郭文娟、吳育德、高甫仁、李美璇、兵岳忻、陳奕帆、賴穎暉、賈世璿、盧家鋒、李超煌、邱爾德、饒啟文,選修,(生命科學系暨基因體科學研究所)
112下,132608,BEBN20038,,電路分析、儀表與量測,"Electronic circuit analysis, instrumentation and measurement",25,11,F234-YK436[YM],3.00,3.00,陳奕帆,選修,(生命科學系暨基因體科學研究所)
112下,132612,BEBN20037,,"電磁學
英文授課",Electromagnetics,不限,6,T9ab-YK436[YM],3.00,3.00,陳浩夫,選修,(生命科學系暨基因體科學研究所)
112下,132710,LSNS30017,,"神經生理學
英文授課",Neurophysiology,不限,16,T56-YL839[YM],2.00,2.00,連正章、林士傑、鄭菡若,選修,(生命科學系暨基因體科學研究所)
112下,132907,LSBM30047,,高等蛋白質體學,Advanced Proteomics,不限,10,M34-YL402[YM],2.00,2.00,蔡有光、廖辰中、林照雄、吳韋訥、李麗花,選修,(生命科學系暨基因體科學研究所)
112下,132909,LSBM30017,,核磁共振光譜學,NMR spectroscopy,不限,7,W56-YC713[YM],2.00,2.00,林達顯,選修,(生命科學系暨基因體科學研究所)
112下,132912,LSBM30014,,小鼠遺傳﹑發育與表現型分析,"Mouse Genetics, Development and Phenotypes",不限,20,T56-YC501[YM],2.00,2.00,游麗如、陳俊銘、陳念榮、顏裕庭、陳志成,選修,(生命科學系暨基因體科學研究所)
112下,132913,LSBM30050,,細胞自噬實驗技術,Experimental techniques for autophagy research,12,6,M78-YC501[YM],2.00,2.00,姜為中、藍昇輝,選修,(生命科學系暨基因體科學研究所)
112下,133001,LSGS20001,,"表觀遺傳學概論
英文授課",Epigenetics and chromatin,不限,7,R78-YL403[YM],1.00,1.00,李敏嘉,選修,(生命科學系暨基因體科學研究所)
112下,133005,LSGS30017,,"生物統計學
英文授課",Introduction to Biostatistics,不限,38,T78-YT202[YM],2.00,2.00,可文亞,必修,(生命科學系暨基因體科學研究所)
112下,133006,LSGS30050,,老化生物學:基礎概論與轉譯醫學,The Biology of Aging : Concepts and Translational Medicine,不限,12,T78-YK533[YM],2.00,2.00,蔡亭芬,選修,(生命科學系暨基因體科學研究所)
112下,133012,LSGS30030,,結構生物學(二),Structural Biology Ⅱ,不限,11,T56-YL405[YM],2.00,2.00,許世宜、林達顯、黃介嶸、張欣暘,選修,(生命科學系暨基因體科學研究所)
112下,133013,LSGS30034,,跨領域科學在細胞移動研究之應用,Multidisciplinary approaches for cell migration,不限,34,R78-YR104[YM],1.00,1.00,李曉暉、陳胤全、楊慕華、郭津岑、蔡金吾、羅俊民,選修,(生命科學系暨基因體科學研究所)
112下,133014,LSGS30024,,癌症生物學,Cancer Biology,不限,35,F234-YK533[YM],3.00,3.00,陳俊銘、傅淑玲、藍昇輝、袁維謙,選修,(生命科學系暨基因體科學研究所)
112下,133015,LSGS30006,,基因分子生物學,Molecular Biology of the Gene,不限,21,T234-YR102[YM],3.00,3.00,羅清維、陳俊銘、陳嘉霖、陳虹如,選修,(生命科學系暨基因體科學研究所)
112下,133016,LSGS30007,,基因體學,Comparative and Evolutionary Genomics,不限,10,R56-YC401[YM],2.00,2.00,鍾明怡、可文亞、李敏嘉、陳瀅州、陳儀聰、袁維謙,選修,(生命科學系暨基因體科學研究所)
112下,133017,LSGS30011,,"幹細胞與再生
英文授課",Stem Cells and Regeneration,不限,5,R56-YL735[YM],2.00,2.00,俞震亞,選修,(生命科學系暨基因體科學研究所)
112下,133018,LSGS30027,,細胞訊息傳導與疾病,Signal transduction and diseases,不限,7,F56-YL735[YM],2.00,2.00,孫維欣,選修,(生命科學系暨基因體科學研究所)
112下,133019,LSGS30004,,基礎醫學遺傳學,Introduction to Medical Genetics,不限,8,M89-YK101[YM],2.00,2.00,鍾明怡、陳燕彰,選修,(生命科學系暨基因體科學研究所)
112下,133020,LSGS30002,,分子模擬與藥物設計的概論與應用,Molecular modeling and computer-aided drug design: Principles and Applications,不限,12,R56-YK104[YM],2.00,2.00,許世宜,選修,(生命科學系暨基因體科學研究所)
112下,133021,LSGS30018,,"生物統計學實習與Ｒ語言的運用
英文授課",Biostatistics in Practice using R Language,不限,10,T9-YT202[YM],1.00,1.00,可文亞,選修,(生命科學系暨基因體科學研究所)
112下,133022,LSGS30047,,"演化遺傳學與醫學
英文授課",Evolutionary Genetics and Medicine,不限,6,M56-YK101[YM],2.00,2.00,可文亞、王弘毅,選修,(生命科學系暨基因體科學研究所)
112下,133024,LSGS30031,,蛋白質化學,Protein chemistry,15,9,F34-YR102[YM],2.00,2.00,張欣暘,選修,(生命科學系暨基因體科學研究所)
112下,133025,LSGS30005,,"基礎英文科學寫作
英文授課",Basic Scientific Writing in English,不限,28,R56-YK101[YM],1.00,1.00,柯比KIRBY RALPH,選修,(生命科學系暨基因體科學研究所)
112下,133600,LSSL30008,,"生命科學院-生物醫學講座
英文授課",Special lectures on biomedicine,155,124,W78-,1.00,2.00,連正章,選修,(生命科學系暨基因體科學研究所)
112下,563130,GEPE00001,,大一體育,Physical Education,不限,34,T12-PhE[YM],0.00,2.00,黃中興,必修,(生命科學系暨基因體科學研究所)
112下,515000,EEEC10006,,機率,Probability,55,62,T56F2-ED203[GF],3.00,3.00,李明峻,必修,CEE(電機共同課程)
112下,515001,EEEC10006,,機率,Probability,55,55,T56F2-EDB01[GF],3.00,3.00,陳稷康,必修,CEE(電機共同課程)
112下,515002,EEEC10006,,機率,Probability,55,19,T56F2-ED301[GF],3.00,3.00,林詩淳,必修,CEE(電機共同課程)
112下,515003,EEEC10006,,機率,Probability,55,58,T56F2-EDB26[GF],3.00,3.00,簡鳳村,必修,CEE(電機共同課程)
112下,515004,EEEC10006,,機率,Probability,55,32,T56F2-EE207[GF],3.00,3.00,柯立偉,必修,CEE(電機共同課程)
112下,515005,EEEC10007,,"機率(英文班)
英文授課",Probability,55,53,"T56-ED101[GF],F2-ED103[GF]",3.00,3.00,高榮鴻,必修,CEE(電機共同課程)
112下,515006,EEEC10010,,線性代數,Linear Algebra,60,60,T34R7-ED303[GF],3.00,3.00,吳卓諭,必修,CEE(電機共同課程)
112下,515007,EEEC10010,,線性代數,Linear Algebra,60,60,T34R7-EE132[GF],3.00,3.00,劉益宏,必修,CEE(電機共同課程)
112下,515008,EEEC10010,,線性代數,Linear Algebra,60,73,T34R7-ED116[GF],3.00,3.00,桑梓賢,必修,CEE(電機共同課程)
112下,515009,EEEC10010,,線性代數,Linear Algebra,60,61,T34R7-ED203[GF],3.00,3.00,李佳翰,必修,CEE(電機共同課程)
112下,515010,EEEC10011,,"線性代數(英文班)
英文授課",Linear Algebra,35,33,T34R7-ED101[GF],3.00,3.00,馮智豪,必修,CEE(電機共同課程)
112下,515011,EEEC10011,,"線性代數(英文班)
英文授課",Linear Algebra,35,21,F234-EE118[GF],3.00,3.00,林源倍,必修,CEE(電機共同課程)
112下,515012,EEEC10016,跨院基本素養(106),"訊號與系統
[工] 通識跨院",Signals and Systems,70,75,M34W2-ED103[GF],3.00,3.00,王忠炫,必修,CEE(電機共同課程)
112下,515013,EEEC10016,跨院基本素養(106),"訊號與系統
[工] 通識跨院",Signals and Systems,70,71,M34W2-EE105[GF],3.00,3.00,蔡尚澕,必修,CEE(電機共同課程)
112下,515014,EEEC10016,跨院基本素養(106),"訊號與系統
[工] 通識跨院",Signals and Systems,70,70,M34W2-ED303[GF],3.00,3.00,賴青沂,必修,CEE(電機共同課程)
112下,515015,EEEC10016,跨院基本素養(106),"訊號與系統
[工] 通識跨院",Signals and Systems,70,70,M34W2-ED203[GF],3.00,3.00,冀泰石,必修,CEE(電機共同課程)
112下,515016,EEEC10016,跨院基本素養(106),"訊號與系統
[工] 通識跨院",Signals and Systems,70,94,M34W2-ED116[GF],3.00,3.00,鄭耿璽,必修,CEE(電機共同課程)
112下,515018,EEEC10028,,電子學(二),Electronics (II),60,69,M78R34-ED303[GF],3.00,4.00,孟慶宗,必修,CEE(電機共同課程)
112下,515019,EEEC10028,,電子學(二),Electronics (II),60,70,M78R34-ED219[GF],3.00,4.00,李義明,必修,CEE(電機共同課程)
112下,515020,EEEC10028,,電子學(二),Electronics (II),60,58,M78R34-ED103[GF],3.00,4.00,胡樹,必修,CEE(電機共同課程)
112下,515021,EEEC10028,,電子學(二),Electronics (II),60,72,M78R34-EE102[GF],3.00,4.00,陳科宏,必修,CEE(電機共同課程)
112下,515022,EEEC10028,,電子學(二),Electronics (II),60,68,M78R34-ED201[GF],3.00,4.00,蔡嘉明,必修,CEE(電機共同課程)
112下,515023,EEEC10028,,電子學(二),Electronics (II),60,71,M78R34-EE220[GF],3.00,4.00,陳佳宏,必修,CEE(電機共同課程)
112下,515024,EEEC10031,,電子實驗(二),Electronics Lab. (II),55,54,Mabcd-,2.00,4.00,王夢偉,必修,CEE(電機共同課程)
112下,515025,EEEC10031,,電子實驗(二),Electronics Lab. (II),55,50,Wabcd-,2.00,4.00,王夢偉,必修,CEE(電機共同課程)
112下,515026,EEEC10031,,電子實驗(二),Electronics Lab. (II),60,54,Tabcd-,2.00,4.00,林容瑋、柯明道,必修,CEE(電機共同課程)
112下,515027,EEEC10031,,電子實驗(二),Electronics Lab. (II),55,56,Tabcd-,2.00,4.00,陳建安、柯明道,必修,CEE(電機共同課程)
112下,515028,EEEC10031,,電子實驗(二),Electronics Lab. (II),60,58,Mabcd-,2.00,4.00,陳立洲,必修,CEE(電機共同課程)
112下,515029,EEEC10031,,電子實驗(二),Electronics Lab. (II),60,57,Wabcd-,2.00,4.00,陳立洲,必修,CEE(電機共同課程)
112下,515030,EEEC10032,,電磁學,Electromagnetics,100,104,M56R12-EE105[GF],3.00,3.00,蔡作敏、林俊廷,必修,CEE(電機共同課程)
112下,515031,EEEC10032,,電磁學,Electromagnetics,100,102,M56R12-ED219[GF],3.00,3.00,唐震寰、黃瑞彬,必修,CEE(電機共同課程)
112下,515032,EEEC10032,,電磁學,Electromagnetics,100,108,M56R12-EE102[GF],3.00,3.00,簡昭欣、陳富強,必修,CEE(電機共同課程)
112下,515036,EEEC10035,,"電磁學(英文班)
英文授課",Electromagnetics,100,91,M56R12-EDB26[GF],3.00,3.00,胡樹、黃謀勤,必修,CEE(電機共同課程)
112下,515038,EEEC10031,,電子實驗(二),Electronics Lab. (II),60,29,Rabcd-,2.00,4.00,林容瑋、陳柏宏,必修,CEE(電機共同課程)
112下,510000,EEAE00004,"核心-自然(106)
跨院基本素養(106),校基本素養(106),基本素養-量性推理(110)","統計學
基本素養-量性推理通識校基本通識核心[電,資,工,跨] 通識跨院",Statistics,125,125,M56R2-AB101[GF],3.00,3.00,陳志榮,選修,DCE(電機學院院級(學士班))
112下,510001,EEAE00004,"核心-自然(106)
跨院基本素養(106),校基本素養(106),基本素養-量性推理(110)","統計學
基本素養-量性推理通識校基本通識核心[電,資,工,跨] 通識跨院",Statistics,110,22,M56R2-AB102[GF],3.00,3.00,高竹嵐,選修,DCE(電機學院院級(學士班))
112下,567005,GEBT00009,"跨院基本素養(106)
領域課程-社會中的科技與自然(110)","近代生物學(二)
[電] 通識跨院領域課程-社會中的科技與自然",Modern Biology (II),120,39,T2W34-EE105[GF],3.00,3.00,梁美智、黃植懋、高智飛,選修,DCE(電機學院院級(學士班))
112下,515401,EEDP10024,,電路學,Circuit Theory,70,56,M56W34-CY203[GF],3.00,4.00,戴亞翔,必修,DEO(光電工程學系)
112下,515402,EEDP20007,,化學(二),Chemistry(II),不限,9,T34n-CY203[GF],3.00,3.00,陳皇銘,選修,DEO(光電工程學系)
112下,515403,EEDP10012,,服務學習(一),Service Learning I,不限,33,W8-CY202[GF],1.00,1.00,高宗聖、鄒志偉、張祐嘉、陳姿伶,必修,DEO(光電工程學系)
112下,515404,EEDP10016,,線性代數,Linear Algebra,70,66,T56R2-CY202[GF],3.00,3.00,田仲豪,必修,DEO(光電工程學系)
112下,515405,EEDP10019,,近代物理,Modern Physics,不限,47,T34R5-CY202[GF],3.00,3.00,李柏璁,必修,DEO(光電工程學系)
112下,515406,EEDP10017,,複變函數,Complex Variables,40,39,M4W34-CY202[GF],3.00,3.00,黃嘉彥,必修,DEO(光電工程學系)
112下,515407,EEDP10023,,電磁學(二),Electromagnetics(II),不限,43,T5R34-CY203[GF],3.00,3.00,黃耀緯,必修,DEO(光電工程學系)
112下,515408,EEDP10001,,光子學（一）,Photonics(I),不限,43,M56R6-CY202[GF],3.00,3.00,余沛慈,必修,DEO(光電工程學系)
112下,515409,EEDP10004,,光子學實驗(一),Photonics Lab.(I),18,18,Mabcd-CY202[GF],2.00,4.00,安惠榮,必修,DEO(光電工程學系)
112下,515410,EEDP10004,,光子學實驗(一),Photonics Lab.(I),18,16,Wabcd-CY202[GF],2.00,4.00,安惠榮,必修,DEO(光電工程學系)
112下,515411,EEDP00005,,資料科學與 Python 程式實務,Data Science and Python Programming,40,13,T2R78-CY202[GF],3.00,3.00,田仲豪、李杰恩,選修,DEO(光電工程學系)
112下,515412,EEDP10009,,光電生涯與生活及導師時間,Career Planning and Mentor's Hours,不限,34,T78-CY202[GF],0.00,2.00,黃嘉彥,必修,DEO(光電工程學系)
112下,515413,EEDP10008,,光電專題研究(四),Entrance-Level Topics of Photonics(IV),不限,3,,1.00,3.00,光電系,選修,DEO(光電工程學系)
112下,515414,EEDP00001,"跨院基本素養(106)
校基本素養(106),領域課程-社會中的科技與自然(110)","先進光電科技與人類文明
通識校基本[電,資,工,管,人,跨] 通識跨院領域課程-社會中的科技與自然",Advanced photonics technologies and human civilization,100,100,W78-EO103[GF],2.00,2.00,陳方中,選修,DEO(光電工程學系)
112下,515415,EEDP00002,"跨院基本素養(106)
領域課程-社會中的科技與自然(110)","全像藝術導論
[電,資,理,生,人,客] 通識跨院領域課程-社會中的科技與自然",Introduction to Holography Art,20,19,T234-EO105[GF],3.00,3.00,許根玉,選修,DEO(光電工程學系)
112下,515416,EEDP00002,"跨院基本素養(106)
領域課程-社會中的科技與自然(110)","全像藝術導論
[電,資,理,生,人,客] 通識跨院領域課程-社會中的科技與自然",Introduction to Holography Art,20,18,M234-EO105[GF],3.00,3.00,謝美莉,選修,DEO(光電工程學系)
